user_id,qsr_txn_count_30d,qsr_spend_30d,qsr_recency_days,competitor_qsr_share_90d,grocery_spend_30d,fuel_spend_30d,weekend_dining_frequency,avg_ticket_size,dining_category_entropy,merchant_novelty_rate,campaign_exposed,income_band_encoded,age_band_encoded,region_encoded,prior_offer_redemption_rate,purchase_qsr_next_30d
1204,4,82.13,4,0.5395,184.65,69.3,2,19.8,1.3369,0.1857,1,2,4,3,0.409,0
1205,4,27.89,6,0.605,57.51,115.86,1,7.88,1.7092,0.3006,1,1,3,1,0.4036,0
1206,5,81.86,19,0.2799,127.77,125.8,1,15.44,1.9097,0.7704,0,2,0,2,0.2084,0
1207,4,62.75,6,0.1401,97.37,95.99,4,14.15,0.8335,0.1857,0,3,3,2,0.5216,0
1208,2,25.51,0,0.3971,140.49,68.58,2,14.38,1.4406,0.1943,0,1,3,3,0.2284,0
1209,1,19.29,6,0.8455,133.23,143.46,0,14.47,1.1687,0.2795,0,1,1,0,0.5555,0
1210,2,23.73,27,0.208,57.44,57.75,1,11.21,1.733,0.2693,1,1,4,1,0.5067,0
1211,2,13.12,0,0.4557,79.03,64.91,1,8.96,0.9642,0.0912,1,3,3,1,0.4206,0
1212,9,178.4,5,0.0794,175.06,64.53,1,19.73,1.3867,0.3145,0,1,1,2,0.4809,0
1213,8,145.23,4,0.2265,122.8,67.22,4,17.86,1.5252,0.539,1,3,1,2,0.288,0
1214,5,77.81,0,0.212,135.08,44.03,1,17.27,0.9958,0.2985,0,2,1,0,0.5666,1
1215,3,34.13,1,0.5679,37.22,76.13,1,12.53,1.6223,0.3091,0,1,1,3,0.0606,0
1216,4,74.67,6,0.5101,76.22,51.19,1,18.33,1.6656,0.2158,0,2,2,1,0.2222,0
1217,1,0.0,11,0.8581,132.78,109.53,1,5.81,1.4287,0.0459,0,0,2,3,0.0518,0
1218,7,102.39,2,0.3936,32.3,91.71,2,15.77,1.1501,0.2387,1,1,0,3,0.1998,1
1219,3,43.04,16,0.395,137.52,42.21,1,12.61,1.3058,0.4329,0,1,2,3,0.4537,0
1220,5,89.24,4,0.5643,85.84,79.22,3,15.84,1.1449,0.2044,0,2,1,2,0.3955,1
1221,5,77.49,2,0.3189,66.44,52.3,3,14.83,1.3679,0.3998,0,1,4,2,0.3938,0
1222,6,76.13,4,0.2287,41.22,37.87,0,12.81,1.8464,0.1787,0,1,3,2,0.0978,0
1223,4,60.49,8,0.4905,98.75,79.12,1,15.76,1.8657,0.2563,0,3,0,2,0.7856,1
1224,3,48.83,5,0.2969,99.93,68.4,1,14.75,1.3087,0.1794,0,0,1,2,0.2587,0
1225,7,120.43,9,0.6928,61.54,69.55,3,17.54,1.9114,0.1523,0,3,4,2,0.2463,0
1226,1,21.22,12,0.3731,109.57,38.91,1,14.18,1.6223,0.371,0,1,1,0,0.3572,0
1227,4,29.59,7,0.7842,58.54,90.67,0,6.89,0.579,0.0723,0,2,3,1,0.0462,0
1228,3,41.11,11,0.0404,82.27,28.13,2,12.45,1.0219,0.2046,1,0,0,0,0.4459,0
1229,2,29.92,24,0.8091,214.44,60.97,0,13.38,1.3115,0.1362,0,0,1,2,0.1076,0
1230,9,177.05,11,0.7049,99.47,126.91,0,20.04,1.2299,0.2838,0,2,2,1,0.1668,1
1231,5,95.5,12,0.5917,188.9,80.15,5,17.88,1.0293,0.089,1,3,1,1,0.4976,0
1232,6,90.17,24,0.4679,103.08,14.59,3,14.56,1.2006,0.1593,1,1,3,2,0.4075,0
1233,2,18.7,16,0.1444,36.79,14.91,3,12.46,1.214,0.6347,1,0,4,3,0.079,0
1234,2,17.03,20,0.2717,244.29,72.68,1,11.21,1.7061,0.2107,0,2,2,0,0.4903,0
1235,2,20.71,0,0.7897,163.64,80.46,1,15.78,1.3724,0.1594,1,3,2,3,0.2795,1
1236,0,0.0,28,0.3672,71.07,65.38,0,13.06,1.7105,0.3841,0,2,3,0,0.2589,0
1237,6,35.6,16,0.6751,88.72,17.19,4,6.06,1.9757,0.3771,1,0,3,2,0.2479,1
1238,2,35.68,33,0.1314,135.66,20.86,1,15.44,1.3357,0.1774,1,1,0,3,0.653,0
1239,3,62.35,11,0.2903,43.24,29.58,3,17.89,1.0977,0.4911,0,3,2,0,0.3059,0
1240,6,93.84,2,0.8191,66.14,73.66,2,15.16,0.6599,0.1946,0,0,2,3,0.3058,0
1241,4,58.02,14,0.3887,179.25,113.29,2,16.73,1.0288,0.1557,1,0,1,2,0.6216,0
1242,1,20.67,90,0.1924,165.67,37.4,3,17.5,1.0414,0.3816,1,2,3,3,0.2223,0
1243,4,74.83,7,0.2092,30.43,81.13,4,19.31,1.3317,0.5974,0,1,4,0,0.7293,1
1244,1,7.27,7,0.1905,60.19,68.19,0,6.3,1.0922,0.3377,0,0,3,0,0.3703,0
1245,6,94.86,1,0.1714,156.64,65.61,3,14.62,1.2231,0.289,1,2,2,2,0.3921,1
1246,6,80.23,6,0.2397,77.33,46.96,1,14.0,1.3276,0.1515,0,3,3,2,0.0825,0
1247,3,34.31,28,0.3281,74.27,46.59,2,13.73,1.7864,0.2084,1,3,1,3,0.4552,0
1248,4,27.3,1,0.405,140.3,90.79,3,6.85,1.5195,0.0258,0,0,0,1,0.4807,0
1249,7,113.02,1,0.1049,60.99,13.59,1,17.22,1.2101,0.1665,0,3,2,0,0.2739,0
1250,4,65.13,4,0.3976,109.42,10.8,0,16.37,1.4487,0.1695,1,2,1,1,0.1343,0
1251,2,17.02,85,0.8009,139.07,16.66,1,8.33,1.8403,0.627,0,1,4,2,0.306,0
1252,5,60.47,1,0.7778,56.14,161.68,1,13.81,1.1158,0.2272,0,0,3,1,0.3232,0
1253,4,53.21,20,0.3322,330.2,130.07,2,14.11,1.2599,0.2018,0,3,1,2,0.114,0
1254,3,38.8,13,0.1871,163.21,81.62,1,11.25,0.9658,0.2324,0,0,0,2,0.0784,0
1255,1,14.71,26,0.7044,234.91,100.09,0,7.5,1.4366,0.1284,0,0,1,2,0.3184,0
1256,5,86.73,7,0.3963,69.5,11.78,2,16.06,1.0363,0.7121,0,2,1,0,0.2312,0
1257,5,94.6,38,0.3937,131.64,81.95,3,17.77,1.1975,0.2345,0,2,3,1,0.4867,1
1258,6,92.23,4,0.1435,132.96,83.31,2,15.15,1.3364,0.2844,0,1,4,2,0.3411,1
1259,5,68.68,14,0.4239,127.47,44.2,0,15.33,0.9035,0.6141,1,2,1,1,0.3729,0
1260,5,77.01,3,0.7276,189.9,38.53,0,14.61,1.6678,0.2766,0,2,3,2,0.4269,0
1261,4,85.44,8,0.0925,56.08,50.64,3,21.6,1.4239,0.1232,0,2,3,1,0.272,1
1262,2,14.03,5,0.4234,202.12,26.97,0,12.84,1.3378,0.4901,0,2,1,2,0.502,0
1263,1,14.33,6,0.6156,132.72,122.88,1,12.56,0.9691,0.2937,0,0,0,0,0.4155,0
1264,10,227.87,1,0.4318,132.25,20.82,0,22.85,1.7646,0.649,0,3,0,1,0.3326,1
1265,1,15.84,6,0.3131,94.88,77.61,1,15.39,0.7996,0.1301,1,2,2,0,0.3857,0
1266,6,59.14,32,0.1403,74.63,15.81,3,10.52,1.5999,0.0794,0,1,3,2,0.1287,1
1267,2,12.72,12,0.5159,54.1,78.22,1,8.42,1.4325,0.3548,1,0,2,2,0.3563,0
1268,4,32.68,2,0.3428,131.92,60.35,1,7.94,1.5918,0.2016,0,2,3,2,0.4104,0
1269,6,87.75,0,0.0791,54.16,40.54,2,14.84,1.1355,0.4036,0,0,2,0,0.6289,1
1270,2,12.73,0,0.0431,28.41,24.5,1,7.02,1.2254,0.1599,1,1,1,3,0.569,0
1271,2,9.81,23,0.3055,142.29,50.75,1,7.34,1.1964,0.1189,1,0,0,0,0.1035,0
1272,6,109.97,5,0.3157,310.07,46.72,4,19.34,1.4826,0.12,1,2,3,2,0.3318,1
1273,2,14.78,42,0.47,163.06,46.28,0,9.18,1.502,0.4013,0,0,2,2,0.2798,0
1274,2,22.03,11,0.4412,78.3,41.66,0,9.08,1.2159,0.0465,0,2,4,3,0.5295,0
1275,8,123.62,4,0.6417,95.1,106.99,0,15.03,1.59,0.2972,0,2,1,3,0.2505,0
1276,3,25.9,1,0.1259,54.78,150.44,2,11.53,1.1705,0.6706,1,1,1,0,0.4233,0
1277,4,94.81,48,0.2032,124.18,71.65,0,23.7,1.1805,0.519,0,3,3,3,0.656,0
1278,6,89.93,8,0.4076,163.22,11.65,1,15.49,1.5366,0.1491,1,1,2,0,0.4262,0
1279,4,76.36,11,0.2014,107.73,29.32,0,16.57,1.4536,0.0709,0,2,3,2,0.5903,0
1280,3,62.13,1,0.3026,300.49,77.71,6,21.97,1.408,0.0901,1,1,0,0,0.5183,0
1281,7,137.59,0,0.5492,40.54,74.01,4,20.32,1.5919,0.1117,0,2,0,1,0.4026,0
1282,5,72.65,8,0.6243,161.9,13.43,1,15.38,1.8966,0.4842,0,3,2,2,0.5336,0
1283,5,77.41,1,0.1579,197.93,111.12,1,14.2,1.3011,0.1687,1,1,2,3,0.5598,0
1284,1,12.27,2,0.3806,139.1,40.31,1,21.17,0.558,0.4687,0,3,0,1,0.5143,0
1285,2,10.29,40,0.6121,56.53,33.86,1,7.88,1.5225,0.3934,1,0,2,1,0.6576,0
1286,2,29.12,14,0.5708,118.66,177.71,2,14.38,1.5399,0.2312,1,2,2,3,0.6341,0
1287,3,53.72,6,0.2994,101.2,59.43,3,17.11,1.2338,0.3449,1,1,2,2,0.284,0
1288,2,25.94,26,0.0907,53.15,13.12,0,11.59,1.3272,0.1687,0,0,1,3,0.3562,0
1289,3,38.48,20,0.1959,100.66,25.95,3,16.71,0.9476,0.5788,0,2,4,1,0.464,0
1290,0,0.0,6,0.5221,159.52,61.8,2,16.07,1.4009,0.4443,0,0,0,0,0.3716,0
1291,3,30.97,22,0.5799,196.49,101.98,0,9.53,1.0829,0.1941,0,3,1,2,0.0614,1
1292,3,51.58,24,0.2137,75.95,66.2,3,18.58,0.9865,0.0198,0,2,0,1,0.1569,0
1293,2,25.8,4,0.0909,119.97,44.32,2,15.91,1.6349,0.2647,1,2,1,3,0.1799,0
1294,4,48.71,0,0.3489,100.8,91.22,2,11.31,1.1327,0.3196,0,1,3,0,0.0785,0
1295,2,51.77,8,0.5569,133.56,24.96,3,22.96,1.2712,0.1159,0,3,0,0,0.215,0
1296,4,72.99,12,0.2609,155.12,20.15,1,18.93,1.3044,0.3205,0,3,0,0,0.6437,1
1297,6,134.25,16,0.2143,199.22,33.53,5,22.63,1.2396,0.273,0,2,1,2,0.7302,0
1298,3,57.41,14,0.1135,90.7,101.12,0,20.69,1.2081,0.2164,1,1,0,1,0.8251,0
1299,1,16.98,59,0.6067,233.14,88.47,4,13.21,1.6212,0.2473,0,1,1,0,0.1511,0
1300,7,86.81,2,0.337,80.21,56.37,1,11.1,1.2084,0.4485,1,1,1,3,0.4235,0
1301,3,56.37,38,0.3738,64.93,98.47,1,18.64,0.9485,0.2039,1,2,1,2,0.3844,0
1302,4,48.18,17,0.5167,33.14,31.19,1,12.22,1.1793,0.0782,1,1,3,3,0.2088,0
1303,8,171.41,8,0.2528,123.78,50.48,0,21.49,1.5709,0.1379,0,1,2,0,0.902,0
1304,4,42.56,2,0.2323,206.17,123.21,2,10.49,1.2634,0.2368,0,0,0,1,0.1085,0
1305,3,18.94,8,0.2823,93.73,56.75,1,10.5,1.5385,0.1694,1,1,2,2,0.0402,0
1306,1,1.73,12,0.5393,151.95,56.04,0,10.15,1.4783,0.3693,0,2,0,0,0.0362,0
1307,6,120.52,27,0.3905,158.63,83.99,1,18.94,1.3765,0.0581,1,2,0,3,0.3838,1
1308,3,65.74,29,0.3575,268.84,64.76,1,18.89,1.3117,0.1995,0,3,1,3,0.5753,1
1309,3,37.6,3,0.2555,200.37,63.77,2,13.22,1.2319,0.3332,1,0,1,2,0.2524,1
1310,5,54.07,17,0.4603,151.65,46.41,1,11.62,1.2683,0.5256,0,0,0,3,0.0361,0
1311,3,40.97,10,0.3455,179.85,78.21,0,11.73,0.7992,0.4905,0,1,1,3,0.299,0
1312,6,121.54,2,0.4375,126.93,168.63,4,19.48,1.1806,0.3606,0,2,2,2,0.0264,1
1313,5,75.93,5,0.116,122.15,35.02,1,14.26,1.3654,0.2642,0,3,1,0,0.4301,0
1314,2,35.63,15,0.0933,37.97,22.08,5,20.91,1.2895,0.2397,0,0,0,0,0.215,0
1315,2,13.31,3,0.8448,41.76,114.53,0,10.61,1.0313,0.7155,0,1,4,1,0.3348,0
1316,7,127.22,2,0.1445,209.48,94.87,1,19.23,1.5163,0.2341,0,3,2,3,0.3834,1
1317,3,48.37,27,0.2453,101.91,100.63,2,16.96,0.9898,0.3424,0,2,3,2,0.3285,0
1318,4,64.38,10,0.4527,229.67,37.24,0,16.76,1.1077,0.0833,0,1,1,3,0.3807,1
1319,1,21.38,37,0.1673,95.31,54.51,1,19.57,1.3849,0.1586,0,1,2,2,0.2026,0
1320,3,29.71,28,0.2311,54.13,37.22,0,8.01,1.2274,0.1791,0,0,3,3,0.2993,0
1321,7,79.19,5,0.245,68.43,8.18,1,12.19,1.6246,0.0885,1,0,1,1,0.4986,0
1322,3,40.35,24,0.594,171.49,39.43,1,12.08,1.1108,0.4624,0,2,3,2,0.5084,0
1323,8,180.2,4,0.6257,122.25,140.45,1,21.82,1.2989,0.173,0,2,3,0,0.1594,0
1324,3,70.67,4,0.1557,216.03,49.52,2,19.1,0.9122,0.3413,1,1,1,2,0.0353,0
1325,3,45.6,28,0.2754,68.16,61.72,1,14.91,1.4284,0.1842,1,2,1,1,0.4319,0
1326,5,73.77,3,0.6398,66.69,134.15,2,14.76,1.853,0.5464,1,0,1,1,0.2575,1
1327,4,27.86,28,0.3986,123.64,57.36,3,7.26,1.3879,0.5658,0,0,2,2,0.5785,0
1328,3,34.16,8,0.509,26.89,79.18,0,11.13,1.4419,0.3522,0,0,3,0,0.4517,0
1329,3,51.27,17,0.5245,141.39,35.69,2,13.42,1.4733,0.0762,0,0,2,2,0.3785,0
1330,3,78.68,6,0.3101,129.6,104.64,3,24.88,0.978,0.1219,0,3,1,2,0.1392,0
1331,3,50.17,22,0.4263,47.51,82.39,3,16.4,1.3414,0.2726,0,1,2,1,0.7882,1
1332,3,37.1,17,0.7348,91.62,16.35,3,15.17,1.4026,0.4265,0,0,3,2,0.1583,0
1333,4,61.93,2,0.6362,89.73,27.23,4,14.99,1.4127,0.1114,0,2,2,1,0.3548,0
1334,5,83.0,10,0.3467,159.08,86.63,0,17.65,1.8016,0.2023,0,1,2,2,0.146,0
1335,1,12.79,34,0.8897,52.2,12.96,1,6.02,1.1634,0.0255,1,0,2,0,0.1406,0
1336,0,0.0,53,0.4132,149.03,50.42,3,12.57,1.565,0.0163,1,1,3,3,0.3884,0
1337,5,58.74,20,0.1117,144.97,39.54,2,13.59,0.99,0.4559,0,0,2,2,0.505,0
1338,3,13.26,24,0.7567,266.96,99.43,1,6.7,1.6805,0.0475,1,0,3,3,0.4948,0
1339,0,0.0,3,0.8697,117.91,45.49,0,14.44,1.4144,0.1527,0,2,3,2,0.5008,0
1340,2,18.71,5,0.384,45.69,49.89,2,9.57,1.7227,0.1428,0,1,4,0,0.1753,0
1341,6,106.35,0,0.1194,70.18,113.68,0,17.97,0.8615,0.3134,1,0,3,2,0.6765,1
1342,4,55.95,32,0.2815,78.33,44.96,2,14.54,2.062,0.4411,0,2,2,2,0.3483,0
1343,3,54.0,8,0.6418,87.0,103.4,4,15.16,1.454,0.1523,0,0,4,2,0.1601,0
1344,1,12.82,0,0.3638,110.61,50.88,2,15.52,1.7399,0.4888,0,1,4,2,0.2133,0
1345,4,74.48,10,0.2347,101.83,20.56,1,19.48,0.8269,0.4729,1,0,1,2,0.4713,1
1346,5,48.74,0,0.5371,36.8,47.55,1,9.73,1.3915,0.7076,1,0,3,2,0.5589,1
1347,5,58.19,6,0.3875,75.28,72.97,4,12.06,0.9489,0.4309,0,1,4,2,0.0815,0
1348,5,100.08,0,0.2886,69.63,21.13,1,19.84,1.1366,0.4382,0,0,1,0,0.5834,1
1349,8,121.09,2,0.1899,51.05,15.49,1,15.77,0.6018,0.1521,1,0,1,2,0.4831,0
1350,5,97.42,3,0.0561,82.23,47.74,3,19.35,1.3701,0.4438,0,1,2,1,0.2269,1
1351,5,59.81,7,0.4721,154.31,118.45,0,13.83,1.4953,0.3531,0,2,2,2,0.2464,0
1352,1,6.64,40,0.4665,125.1,137.61,0,11.32,2.0684,0.0713,0,1,4,0,0.0873,0
1353,4,52.52,3,0.2685,11.96,34.65,1,13.71,1.3476,0.4827,0,0,1,3,0.0415,0
1354,2,39.52,4,0.1988,157.46,62.09,1,21.06,1.5833,0.2604,0,1,3,3,0.3306,0
1355,3,37.84,9,0.1708,122.76,48.32,1,12.62,1.425,0.1138,1,1,3,0,0.6058,0
1356,3,35.75,4,0.1012,177.08,21.76,3,13.61,0.6528,0.6416,0,1,3,3,0.4693,1
1357,5,56.7,0,0.3628,203.78,63.98,2,11.38,1.2771,0.4519,0,1,2,3,0.1584,0
1358,3,55.53,3,0.6177,109.39,69.02,1,17.91,1.8752,0.0752,0,1,2,2,0.2132,0
1359,6,131.03,16,0.3219,61.63,226.1,0,22.1,0.9987,0.4269,0,3,1,3,0.0854,0
1360,9,200.88,0,0.4065,112.72,41.84,2,22.27,1.5451,0.1416,0,2,0,2,0.3048,0
1361,6,54.68,7,0.4255,142.2,85.25,1,9.48,1.5164,0.5346,0,0,1,0,0.6199,0
1362,1,20.2,15,0.0362,122.1,130.91,0,20.91,1.6077,0.6626,1,2,1,0,0.7931,0
1363,2,18.16,21,0.2128,39.61,33.76,0,10.05,1.2775,0.3054,1,1,2,0,0.2166,0
1364,8,138.43,4,0.1831,125.39,35.62,0,15.63,1.3738,0.0893,0,2,3,1,0.1754,1
1365,0,0.0,8,0.6376,95.96,53.95,0,17.21,1.2598,0.3475,0,2,0,0,0.3989,0
1366,5,100.29,7,0.2796,134.51,134.92,2,21.14,1.234,0.454,0,2,2,0,0.3814,0
1367,4,49.55,2,0.2771,119.44,64.47,3,12.76,2.0983,0.1912,1,1,0,2,0.3148,1
1368,6,89.25,16,0.6124,132.82,53.1,4,15.97,1.572,0.0623,0,2,1,1,0.7071,1
1369,2,18.59,27,0.5319,91.25,30.33,1,15.06,1.4885,0.3046,0,2,1,0,0.375,0
1370,3,43.79,6,0.1551,97.39,35.23,1,14.5,1.2853,0.1754,0,2,1,2,0.3547,0
1371,3,31.9,12,0.1514,40.31,73.93,0,8.95,0.9829,0.0096,1,1,3,2,0.4557,1
1372,1,11.48,62,0.8338,119.66,25.37,0,9.05,1.1198,0.6263,0,0,2,2,0.2211,0
1373,3,24.13,5,0.4209,166.53,26.85,1,7.88,1.2938,0.0944,0,1,0,1,0.3412,0
1374,10,134.48,4,0.2012,121.23,107.4,1,13.01,1.217,0.128,0,0,1,2,0.4307,1
1375,4,33.09,9,0.3481,231.44,73.15,4,8.86,1.5958,0.1551,1,0,3,0,0.2184,1
1376,8,164.11,10,0.268,47.97,113.8,1,22.07,1.5073,0.5499,0,1,2,1,0.2105,0
1377,0,2.41,56,0.6339,234.49,7.95,1,10.33,1.6705,0.4122,0,1,4,1,0.4432,0
1378,3,36.63,3,0.6438,162.07,51.69,2,12.81,1.6866,0.251,0,0,2,2,0.0847,0
1379,8,138.47,1,0.3913,179.09,49.21,1,17.01,1.2563,0.2675,0,0,2,0,0.3037,0
1380,3,28.05,19,0.2613,81.03,112.3,0,8.57,1.1675,0.3196,0,1,2,3,0.2492,0
1381,2,39.54,14,0.7362,178.87,39.53,2,19.76,1.902,0.282,0,3,3,0,0.3556,0
1382,4,46.8,12,0.3268,135.04,87.15,1,11.52,1.6191,0.4699,0,1,3,1,0.0499,0
1383,2,30.48,56,0.3296,66.25,47.43,3,13.91,1.7101,0.1946,1,2,0,2,0.3511,0
1384,3,38.46,2,0.105,97.26,27.0,1,13.41,1.1136,0.2749,0,1,1,1,0.5018,0
1385,5,51.11,12,0.3755,160.45,41.02,3,9.5,0.5134,0.2502,1,0,1,3,0.1889,1
1386,1,21.3,19,0.164,72.47,71.05,2,9.97,1.4133,0.0576,1,0,4,2,0.2289,0
1387,9,175.31,3,0.0926,294.73,36.59,3,19.37,1.8695,0.2059,0,1,3,2,0.4629,1
1388,8,185.94,13,0.2097,65.03,59.8,1,23.02,1.6969,0.2136,0,3,1,3,0.3617,1
1389,7,130.34,7,0.3108,16.03,61.47,1,17.69,1.0656,0.5708,0,1,1,0,0.2144,0
1390,0,5.61,7,0.7204,123.53,80.83,2,12.28,1.3191,0.3654,1,1,2,1,0.5689,0
1391,1,10.75,21,0.339,212.6,53.4,0,11.36,0.7441,0.2328,0,2,4,1,0.6713,0
1392,1,4.4,65,0.6748,136.7,117.7,1,13.1,0.8865,0.1165,0,2,2,2,0.6734,0
1393,7,111.76,7,0.1798,38.52,76.66,1,16.64,1.36,0.0646,1,2,0,3,0.407,1
1394,6,44.85,14,0.302,57.9,50.28,2,7.3,1.6925,0.1407,0,1,3,1,0.3866,0
1395,6,92.0,6,0.4905,34.11,52.71,0,15.68,1.0982,0.2232,1,3,0,0,0.207,1
1396,2,22.74,23,0.1065,147.86,30.26,4,13.38,1.2033,0.2736,1,1,2,2,0.677,0
1397,4,72.99,3,0.1292,90.23,23.53,0,17.82,1.4846,0.4824,0,1,2,2,0.2484,0
1398,3,43.06,24,0.7676,187.67,73.36,1,15.48,1.512,0.0906,0,2,3,1,0.1488,0
1399,1,24.57,27,0.1554,187.86,50.4,2,18.0,1.5983,0.4948,1,3,2,0,0.2723,0
1400,3,47.4,6,0.4231,128.93,71.82,3,17.03,1.3667,0.4214,0,3,1,0,0.3169,0
1401,4,64.12,4,0.4934,34.96,32.62,0,16.01,1.4442,0.0958,0,1,4,0,0.3721,0
1402,5,56.54,4,0.1362,133.92,45.32,2,11.67,0.7182,0.5005,0,3,4,1,0.3875,0
1403,4,50.38,24,0.2047,159.17,40.3,1,13.09,1.0071,0.4109,0,0,2,2,0.3862,0
1404,9,204.8,1,0.1743,115.1,42.79,2,22.6,1.3512,0.5559,1,3,2,1,0.313,1
1405,0,0.0,67,0.0794,137.55,72.68,1,14.49,1.0435,0.187,1,2,2,3,0.3059,0
1406,3,42.29,38,0.0911,88.22,18.89,0,14.11,1.0006,0.5959,0,1,2,1,0.1696,0
1407,1,13.97,67,0.6163,81.84,102.72,0,9.98,1.6005,0.1474,1,1,0,2,0.0947,0
1408,4,44.9,1,0.2419,102.53,35.99,2,10.15,1.158,0.32,1,2,2,0,0.3164,0
1409,4,54.31,6,0.4947,117.29,89.84,0,13.0,1.3894,0.4488,1,1,1,0,0.5528,0
1410,5,87.78,10,0.0364,85.23,50.72,3,17.03,0.6407,0.7183,0,3,3,1,0.3411,0
1411,0,2.56,1,0.8092,76.78,102.14,0,13.88,0.9192,0.0016,0,3,3,2,0.53,0
1412,9,151.0,5,0.4376,205.4,119.09,2,16.03,1.5374,0.1469,0,2,0,2,0.6577,1
1413,2,34.25,13,0.763,53.29,46.11,0,16.5,1.5256,0.2421,1,1,3,2,0.567,0
1414,4,62.56,2,0.3453,310.18,50.07,1,15.84,1.3945,0.0895,0,2,0,1,0.6893,0
1415,4,36.34,9,0.3327,111.64,47.03,0,10.02,1.0139,0.2446,1,2,0,2,0.2266,0
1416,1,12.7,4,0.3579,303.51,69.98,1,13.98,1.6015,0.2042,1,1,0,3,0.523,0
1417,0,3.0,13,0.0784,24.08,18.29,3,9.34,1.1925,0.1061,0,0,2,0,0.3587,0
1418,1,17.44,15,0.4246,121.12,20.05,1,13.51,0.9936,0.1382,0,2,3,0,0.5006,0
1419,3,47.89,0,0.3114,23.59,26.14,1,16.76,0.8137,0.0881,1,1,1,2,0.1532,0
1420,6,35.73,0,0.1057,31.25,137.1,0,6.36,0.6696,0.0549,1,0,4,3,0.471,0
1421,1,14.68,38,0.3855,167.67,22.18,1,12.09,1.4734,0.1983,0,0,2,3,0.2634,0
1422,4,59.88,14,0.5615,122.34,32.11,1,13.46,1.3657,0.3005,0,1,1,2,0.4068,0
1423,5,74.45,27,0.4334,159.25,76.24,0,12.66,2.2303,0.1032,0,1,2,0,0.0545,1
1424,6,62.27,6,0.4808,110.31,112.78,1,9.92,1.5861,0.263,0,0,2,2,0.354,0
1425,1,13.97,32,0.7106,43.45,55.52,0,16.68,1.4415,0.0546,0,2,2,0,0.1537,0
1426,7,103.24,26,0.6652,279.81,56.31,3,15.42,1.4338,0.384,1,3,2,0,0.5285,1
1427,8,151.1,0,0.2851,117.35,57.79,3,17.86,1.3804,0.3965,1,2,1,0,0.5393,1
1428,5,67.34,2,0.6395,165.64,99.55,2,13.1,1.0692,0.2834,1,1,3,3,0.1939,0
1429,3,39.19,3,0.4119,266.95,186.37,1,13.56,1.2745,0.0668,0,1,1,2,0.1845,0
1430,5,82.79,7,0.4858,64.84,2.82,6,17.09,1.3781,0.4076,1,1,4,0,0.3414,1
1431,5,113.98,24,0.0378,212.57,91.16,1,21.28,1.3741,0.4018,0,2,1,1,0.3774,0
1432,2,38.42,46,0.3601,371.68,47.35,1,19.9,1.0847,0.3001,1,3,1,3,0.7166,0
1433,7,206.67,4,0.255,166.42,110.32,0,28.65,1.5216,0.6142,1,3,3,2,0.4541,1
1434,3,62.11,1,0.2116,166.41,78.57,5,19.4,1.4689,0.3325,0,1,1,1,0.3474,0
1435,3,48.74,8,0.4353,66.4,55.7,3,16.71,1.1708,0.3503,0,0,1,3,0.4615,0
1436,0,8.77,28,0.3186,309.72,25.94,4,14.57,1.5721,0.1829,1,2,3,2,0.173,0
1437,6,100.11,2,0.4589,142.84,43.16,3,16.68,1.3433,0.366,0,3,1,2,0.4996,0
1438,5,63.59,1,0.2696,200.34,56.75,1,13.16,1.0929,0.2644,0,3,2,2,0.0741,0
1439,9,190.78,1,0.482,70.18,60.29,3,20.4,1.8578,0.1463,1,3,2,2,0.313,1
1440,3,57.31,2,0.3364,166.47,72.79,1,17.73,1.2539,0.1209,0,1,3,1,0.2856,0
1441,4,56.8,14,0.5045,271.79,72.4,1,14.72,1.5085,0.3872,0,2,2,0,0.2822,0
1442,2,24.98,30,0.6714,29.32,144.44,1,10.34,1.8785,0.0795,0,0,3,2,0.1588,0
1443,1,15.55,3,0.7894,122.73,38.59,3,9.94,1.3813,0.1666,0,0,4,1,0.1111,0
1444,9,127.96,4,0.3917,84.77,118.33,2,13.84,1.5362,0.4856,0,2,3,3,0.2364,0
1445,1,7.21,90,0.2305,89.69,108.31,3,9.8,1.045,0.817,1,0,1,3,0.5606,1
1446,1,11.36,4,0.5315,151.62,36.49,1,9.72,1.3498,0.2946,0,1,3,2,0.1923,0
1447,6,90.11,3,0.2898,86.99,102.75,5,15.89,1.2541,0.1527,1,0,3,2,0.3695,0
1448,3,61.22,3,0.124,128.53,53.3,3,21.0,1.0801,0.4187,0,0,2,2,0.6622,0
1449,1,6.78,3,0.4119,134.05,42.5,2,8.35,0.9251,0.2866,0,0,2,0,0.5385,0
1450,4,68.55,5,0.5162,63.75,84.34,0,16.1,1.1597,0.2811,0,1,2,1,0.2541,0
1451,5,85.44,8,0.3685,255.23,47.44,0,16.14,1.7938,0.4053,0,1,0,2,0.0595,0
1452,6,81.95,14,0.3308,69.65,33.37,3,14.78,1.5288,0.1959,0,2,3,2,0.34,1
1453,3,56.17,11,0.3011,232.58,97.66,1,17.97,1.2041,0.3117,0,2,2,2,0.5409,1
1454,6,47.63,9,0.2562,128.89,65.47,4,7.97,0.8938,0.3666,0,0,1,0,0.7257,0
1455,4,71.75,3,0.3293,86.65,44.91,0,17.46,1.0479,0.6909,1,2,2,2,0.0562,0
1456,3,45.27,3,0.4673,49.92,27.82,2,12.49,1.1802,0.2569,1,0,2,3,0.5725,1
