user_id,qsr_txn_count_30d,qsr_spend_30d,qsr_recency_days,competitor_qsr_share_90d,grocery_spend_30d,fuel_spend_30d,weekend_dining_frequency,avg_ticket_size,dining_category_entropy,merchant_novelty_rate,campaign_exposed,income_band_encoded,age_band_encoded,region_encoded,prior_offer_redemption_rate,purchase_qsr_next_30d
656,10,166.91,2,0.3224,159.14,16.92,3,15.56,0.9008,0.4735,1,2,4,0,0.4504,1
657,9,155.71,5,0.2864,167.3,133.12,2,17.26,0.8608,0.3322,0,1,2,3,0.2202,1
658,4,50.82,4,0.2642,161.03,72.93,4,15.02,1.2914,0.2818,0,1,0,2,0.1524,0
659,2,27.9,8,0.6992,159.03,62.92,0,13.9,1.6317,0.5261,1,3,1,2,0.3415,0
660,3,30.02,9,0.3872,155.86,75.5,0,10.8,1.4757,0.2583,1,2,3,2,0.1443,0
661,1,25.23,44,0.7389,113.12,51.35,3,18.17,1.659,0.5843,0,1,0,3,0.6975,0
662,5,69.7,16,0.1926,92.29,99.62,4,14.92,1.6463,0.3661,0,3,3,1,0.3772,0
663,3,41.39,3,0.222,225.65,31.91,1,11.16,1.5166,0.3593,0,1,3,2,0.0853,0
664,4,81.79,5,0.2225,111.21,38.38,0,18.5,1.911,0.5763,0,2,0,0,0.2328,0
665,6,56.61,21,0.41,205.6,16.87,1,10.29,1.091,0.6876,0,1,1,3,0.4107,0
666,7,120.92,1,0.2347,192.58,60.92,1,18.07,1.456,0.2484,0,2,2,2,0.1329,1
667,8,99.67,6,0.1105,171.1,49.43,2,11.34,0.7918,0.389,1,2,0,2,0.7082,0
668,4,46.75,9,0.515,139.85,122.88,1,12.06,1.6227,0.4419,1,2,2,1,0.3106,0
669,3,32.52,13,0.1465,130.02,46.02,1,12.57,1.5147,0.4364,1,1,4,1,0.3365,0
670,6,138.45,9,0.8878,84.25,133.48,2,21.63,0.7755,0.3975,0,3,2,2,0.3538,0
671,3,39.46,8,0.3836,114.63,182.09,1,13.78,0.9952,0.4132,1,1,2,1,0.4607,0
672,5,104.5,7,0.2978,70.89,33.98,2,21.72,1.195,0.548,0,2,3,2,0.1729,0
673,2,28.26,15,0.6515,45.68,104.36,1,13.53,1.1297,0.3066,0,0,4,0,0.3949,0
674,5,89.77,12,0.336,120.22,41.65,2,16.26,2.1409,0.2353,1,1,4,3,0.1914,1
675,5,77.55,1,0.5498,205.03,51.85,5,18.68,1.1467,0.2301,0,3,0,0,0.1239,0
676,4,78.54,7,0.4013,81.76,169.45,1,18.68,1.4918,0.5273,1,2,0,2,0.1865,0
677,2,29.54,12,0.1626,28.12,87.84,0,12.31,1.224,0.4438,1,0,2,3,0.6045,0
678,3,61.65,25,0.3451,166.62,123.52,0,18.53,0.8406,0.3457,0,2,1,2,0.5681,0
679,2,19.1,9,0.5443,87.82,56.4,0,11.36,1.5777,0.6544,0,0,2,1,0.1674,0
680,4,74.47,3,0.3446,95.25,72.41,0,18.68,0.7886,0.2659,1,1,3,2,0.1501,0
681,4,80.18,4,0.2085,251.05,18.62,4,20.52,1.425,0.1934,0,1,4,1,0.1391,0
682,4,54.29,1,0.3924,71.61,7.18,3,13.65,1.1161,0.4451,0,1,1,0,0.2977,0
683,4,71.5,6,0.4542,63.26,24.44,0,18.07,1.8695,0.2433,0,0,3,2,0.2751,0
684,5,79.47,3,0.4669,144.01,116.78,1,16.37,1.2504,0.5192,0,2,2,3,0.6084,1
685,3,48.37,19,0.197,102.65,46.98,2,14.0,1.6812,0.206,0,2,2,2,0.4587,1
686,1,7.75,58,0.2021,186.9,103.98,0,11.22,1.4958,0.5294,0,1,0,3,0.1519,0
687,4,53.48,11,0.4561,129.72,88.17,0,12.72,1.1495,0.2477,0,2,0,3,0.488,0
688,4,66.56,3,0.3163,64.42,28.76,3,15.34,1.835,0.4866,0,1,3,1,0.2771,0
689,4,25.63,12,0.4179,93.76,69.28,0,9.17,1.1041,0.2642,0,3,2,1,0.1521,0
690,2,26.5,10,0.3067,45.49,111.29,4,16.24,1.3888,0.3162,0,2,3,1,0.082,0
691,2,28.99,31,0.5022,63.0,22.66,0,14.97,1.2733,0.4279,0,3,0,0,0.1985,0
692,10,199.2,5,0.3397,45.15,48.35,3,18.83,1.1832,0.6011,0,2,1,0,0.492,1
693,3,46.23,21,0.2059,136.15,80.02,0,14.29,1.8202,0.4526,0,2,0,0,0.096,0
694,1,10.58,27,0.31,96.88,58.71,1,9.67,1.4489,0.5302,1,0,2,2,0.3662,0
695,2,28.53,5,0.6486,196.24,39.62,1,16.15,1.6817,0.2681,1,3,2,2,0.1998,0
696,9,106.45,3,0.3373,61.14,46.76,2,11.75,1.3644,0.4395,0,2,2,0,0.1832,1
697,7,145.09,2,0.4482,112.24,109.71,0,21.7,1.1939,0.6467,0,1,0,0,0.1878,1
698,1,9.37,20,0.3647,160.09,70.73,0,7.49,1.3428,0.5453,1,1,0,2,0.5049,0
699,5,76.53,2,0.5329,134.24,368.39,4,14.2,0.8309,0.4539,0,1,1,2,0.3689,0
700,3,34.31,3,0.3442,102.37,33.04,2,13.95,1.5482,0.5731,1,1,0,2,0.4935,0
701,4,49.39,17,0.5116,143.87,3.34,0,13.64,1.2711,0.2355,0,3,4,0,0.5796,0
702,5,47.14,9,0.629,110.84,96.8,3,10.09,1.0521,0.2538,0,0,1,2,0.16,0
703,5,56.84,0,0.2407,69.25,249.21,0,12.78,1.4157,0.2186,1,0,1,0,0.1773,0
704,1,10.39,6,0.8335,76.18,91.95,0,14.96,0.9231,0.6873,0,0,3,3,0.3473,0
705,1,4.96,8,0.5143,187.71,141.64,0,15.37,1.4719,0.2009,1,1,4,3,0.4614,0
706,4,63.02,31,0.3874,160.5,34.63,2,16.74,0.6886,0.6169,0,2,2,1,0.7181,0
707,6,93.04,18,0.1958,58.19,91.26,1,15.42,0.6191,0.2687,0,2,1,0,0.5108,0
708,6,51.57,13,0.2696,93.29,120.89,1,8.66,1.5677,0.3266,1,0,2,0,0.556,1
709,4,46.14,8,0.3529,212.08,32.09,0,13.8,1.3748,0.1704,0,3,0,0,0.2221,0
710,7,111.03,12,0.2959,49.2,123.83,0,15.14,1.3447,0.5319,0,1,0,2,0.3496,0
711,2,2.77,25,0.7404,119.13,60.94,1,8.64,1.5079,0.3751,1,0,3,0,0.0881,0
712,2,6.74,34,0.4441,196.65,48.99,0,4.31,1.4505,0.8647,1,0,3,0,0.6102,0
713,4,77.08,3,0.4554,194.08,34.21,2,18.42,1.5538,0.2416,0,1,1,1,0.4189,0
714,2,49.85,5,0.7427,91.15,89.03,0,18.91,1.3292,0.3982,0,1,3,2,0.1961,0
715,4,42.89,2,0.5135,41.36,53.23,2,13.54,0.8972,0.2809,0,2,2,0,0.3256,0
716,0,4.64,90,0.6918,60.36,35.8,2,6.87,1.5635,0.2507,0,0,2,0,0.4944,0
717,7,144.39,3,0.2383,88.76,37.47,3,20.47,1.1386,0.4228,1,3,1,0,0.0551,1
718,4,34.13,10,0.4292,121.99,10.55,0,9.51,1.5844,0.5147,0,1,4,0,0.5464,0
719,4,58.5,22,0.3873,97.38,29.3,0,16.67,1.7054,0.2362,1,1,1,0,0.2811,0
720,5,91.01,1,0.5365,75.53,112.91,3,18.75,1.2987,0.5835,0,2,1,2,0.4069,0
721,2,43.6,5,0.3471,201.32,167.49,0,20.89,1.691,0.4775,0,2,0,3,0.1023,0
722,6,88.65,1,0.092,115.99,60.0,0,15.54,1.0875,0.4702,1,3,2,0,0.2844,1
723,1,7.07,12,0.2535,96.47,68.54,3,11.32,1.1635,0.3262,1,1,4,0,0.1708,0
724,2,9.73,22,0.4856,288.63,105.86,2,4.38,1.3744,0.5566,1,0,0,0,0.3553,0
725,5,49.41,10,0.7719,132.5,54.08,1,10.64,1.2879,0.3043,0,3,0,0,0.1397,0
726,1,11.01,14,0.6472,142.15,21.53,1,17.48,1.3561,0.2767,0,1,4,3,0.1941,0
727,5,66.46,12,0.3641,115.98,101.36,0,13.59,1.2985,0.1149,0,2,3,2,0.3033,0
728,3,42.45,15,0.6834,26.81,124.58,1,12.27,1.5326,0.1704,0,0,4,1,0.3118,0
729,4,60.44,3,0.4797,138.47,61.13,3,14.69,0.6679,0.2714,0,1,3,0,0.3341,1
730,3,33.09,9,0.567,94.79,151.68,2,13.54,1.5962,0.6301,1,3,3,0,0.5854,0
731,3,29.29,1,0.5611,123.59,31.9,1,11.22,1.4,0.1077,0,3,2,0,0.1731,0
732,4,85.69,14,0.6013,100.21,97.68,3,22.15,1.4064,0.5551,1,3,1,2,0.2766,0
733,1,7.12,29,0.137,102.52,62.18,2,12.4,1.2988,0.4376,0,2,2,2,0.1862,0
734,3,26.2,2,0.4238,91.44,28.27,0,8.97,1.3739,0.4626,1,1,1,0,0.2704,0
735,7,146.29,1,0.5771,103.26,44.38,0,20.44,1.5415,0.6951,0,2,2,0,0.3658,0
736,8,61.73,1,0.4831,68.06,79.12,0,6.82,1.0971,0.2989,0,0,2,3,0.2106,0
737,6,74.53,8,0.7263,123.17,110.71,0,13.93,1.2155,0.1421,1,2,0,2,0.5393,0
738,4,76.98,1,0.3463,138.9,73.42,3,18.22,0.9597,0.2271,1,2,2,0,0.2454,0
739,6,84.3,1,0.2816,151.25,98.54,1,13.64,1.1551,0.2296,0,2,1,2,0.4295,1
740,5,86.34,3,0.3346,32.87,23.77,0,15.74,1.1381,0.5355,1,1,3,3,0.1056,1
741,4,69.36,25,0.4392,180.12,90.9,4,15.2,1.3075,0.3251,0,1,0,1,0.2772,0
742,1,17.47,10,0.7952,103.19,124.75,0,17.94,1.1619,0.1395,0,2,2,2,0.7542,0
743,7,131.34,16,0.8398,256.26,102.95,1,19.58,1.64,0.3054,1,3,1,3,0.2526,0
744,7,131.05,2,0.6137,118.1,67.74,1,17.27,1.4665,0.4285,0,1,0,1,0.2324,0
745,6,92.49,0,0.3221,58.54,26.96,0,14.78,1.3129,0.1825,0,0,2,3,0.5294,0
746,5,80.55,2,0.3012,226.99,87.5,4,17.37,1.3104,0.5319,0,3,1,1,0.1641,0
747,0,0.0,63,0.2715,119.85,118.27,0,11.93,1.6778,0.2973,0,2,3,0,0.178,0
748,6,127.01,4,0.4204,284.06,75.22,2,21.37,0.9591,0.1048,0,2,0,2,0.3031,0
749,1,18.02,3,0.2543,81.17,61.77,0,18.37,1.3646,0.507,0,3,3,0,0.1866,0
750,0,5.56,90,0.2023,94.15,64.61,0,9.74,1.1573,0.1601,0,2,0,0,0.6316,0
751,1,15.63,6,0.3983,56.72,168.43,0,16.34,1.0209,0.4095,1,2,2,2,0.8163,0
752,3,37.77,15,0.7658,180.82,65.01,0,11.34,1.3831,0.2161,0,2,2,2,0.2473,0
753,3,44.81,0,0.5048,142.7,56.62,5,15.23,1.2274,0.296,0,1,0,0,0.1679,0
754,9,185.21,1,0.5804,206.14,80.41,1,21.51,1.2672,0.3302,0,1,0,3,0.2991,0
755,2,36.31,20,0.5519,74.33,123.98,1,16.29,1.2829,0.7444,0,1,1,0,0.0645,0
756,1,14.07,90,0.4525,40.85,95.43,0,15.54,1.2361,0.6418,0,2,1,0,0.584,0
757,3,27.87,12,0.6446,71.03,64.2,0,7.14,1.4468,0.2984,0,1,1,2,0.5102,0
758,4,58.88,1,0.6355,98.15,42.56,2,15.63,1.3155,0.7021,0,3,4,2,0.5085,0
759,3,43.73,2,0.3368,138.65,39.96,0,14.11,1.2946,0.1145,0,1,1,1,0.4309,0
760,2,39.9,4,0.7969,72.36,28.15,3,19.59,1.1771,0.3684,0,2,4,1,0.0612,0
761,4,50.01,3,0.5202,64.06,145.82,1,11.47,1.1501,0.5565,0,0,4,3,0.3203,0
762,3,55.96,1,0.3683,299.48,80.06,2,18.72,1.4658,0.6945,1,1,1,1,0.0355,1
763,4,68.96,2,0.3804,207.74,90.67,0,17.01,1.1853,0.4795,1,1,3,2,0.3447,0
764,6,85.02,8,0.2962,41.55,33.39,4,15.66,1.7753,0.5624,1,2,4,2,0.2672,0
765,8,90.5,5,0.2173,160.37,63.27,3,11.43,0.9832,0.414,1,0,1,3,0.8075,1
766,1,10.41,90,0.337,209.55,62.58,0,12.07,1.5056,0.5467,0,1,2,2,0.3093,0
767,3,22.63,52,0.5318,128.58,72.3,1,11.02,1.0962,0.6748,0,3,3,0,0.3845,0
768,9,79.29,8,0.2443,78.75,159.07,1,8.96,1.3143,0.1865,0,2,3,2,0.1268,0
769,1,11.32,2,0.1829,85.77,91.12,1,15.22,1.253,0.3903,0,2,3,2,0.3429,0
770,4,82.36,7,0.5672,188.78,59.13,1,21.64,0.9861,0.5481,0,2,1,2,0.5882,0
771,3,42.75,2,0.5339,83.94,44.42,2,14.69,1.4044,0.5284,0,2,0,0,0.2234,0
772,5,61.38,15,0.218,188.57,38.32,3,12.79,1.3396,0.5628,0,1,3,3,0.1304,0
773,3,46.54,7,0.2054,87.06,36.4,1,16.46,1.6267,0.3247,0,1,1,2,0.5489,0
774,6,74.13,3,0.2577,64.72,89.44,0,11.3,1.399,0.3241,0,0,2,3,0.6403,0
775,1,0.5,5,0.5009,145.75,70.78,0,7.0,1.4777,0.2518,0,0,2,3,0.611,0
776,2,43.48,31,0.2963,252.58,86.39,0,16.15,1.3895,0.4581,1,1,2,0,0.3978,0
777,5,68.63,8,0.4992,100.7,75.96,1,15.15,1.2031,0.4399,0,3,4,2,0.3332,0
778,5,88.16,18,0.4066,139.49,36.15,2,18.19,0.929,0.5664,1,2,2,2,0.271,0
779,1,13.69,10,0.4755,155.66,63.12,0,14.52,1.3029,0.2714,1,1,2,2,0.2587,0
780,0,1.22,14,0.2537,154.06,58.36,1,15.94,1.4704,0.139,1,2,4,1,0.149,0
781,3,49.85,12,0.1929,149.19,172.36,4,17.04,1.7439,0.2915,0,1,1,1,0.3914,0
782,4,58.7,2,0.9357,91.56,24.72,0,14.52,1.1357,0.3511,1,1,3,2,0.5284,0
783,2,27.47,35,0.4764,90.21,32.35,1,16.39,1.3889,0.8813,0,0,1,1,0.2101,0
784,8,154.17,0,0.3201,100.62,51.62,2,18.67,1.1559,0.4618,1,2,2,3,0.3262,1
785,3,37.26,2,0.5103,101.34,58.46,1,13.66,1.2962,0.179,1,2,3,2,0.4288,0
786,3,53.75,24,0.2679,148.72,51.12,0,17.99,1.0797,0.1333,0,2,4,1,0.1045,1
787,4,62.33,8,0.4743,86.35,7.49,2,17.15,1.4062,0.5713,1,2,2,0,0.119,0
788,4,67.32,3,0.099,65.3,59.02,2,15.46,1.6002,0.5595,0,2,3,0,0.5774,1
789,2,11.77,5,0.4726,63.5,40.78,0,7.47,1.042,0.2446,0,1,1,1,0.0466,0
790,5,68.04,8,0.3672,215.45,19.28,2,15.4,0.8753,0.1865,1,2,3,0,0.3707,0
791,5,67.44,0,0.4902,180.29,74.05,2,14.17,1.564,0.5217,0,0,4,2,0.5429,0
792,3,44.58,32,0.6524,124.94,86.67,0,14.9,1.4749,0.2323,1,1,3,2,0.5932,0
793,9,121.46,1,0.5784,62.87,48.68,0,13.62,1.8821,0.7364,0,1,3,3,0.7468,1
794,4,68.59,4,0.3299,52.07,56.33,2,15.13,1.7233,0.3591,0,0,3,2,0.4938,0
795,1,15.57,15,0.1135,78.88,99.1,0,10.21,1.0892,0.2025,0,2,1,2,0.2822,0
796,4,89.69,3,0.3695,59.63,96.37,2,22.12,1.234,0.154,0,0,3,0,0.4659,0
797,2,21.38,13,0.2936,166.11,25.83,2,13.3,1.8745,0.5854,1,1,2,3,0.223,0
798,3,45.58,21,0.4935,115.86,94.55,1,16.2,1.3687,0.1536,0,1,2,1,0.5685,0
799,2,31.43,22,0.5992,138.55,95.79,1,15.77,1.3287,0.2766,0,2,4,2,0.2885,0
800,4,49.49,4,0.5455,311.57,70.24,0,12.41,1.5041,0.4008,1,0,2,2,0.2115,0
801,6,94.45,0,0.2899,115.68,58.48,0,15.59,1.3519,0.476,1,2,1,0,0.0935,1
802,7,119.22,6,0.4804,88.93,117.16,2,16.6,1.1321,0.3174,1,1,3,2,0.6121,1
803,1,0.0,1,0.5543,73.15,65.58,0,4.2,1.5586,0.4592,0,1,1,3,0.0681,0
804,2,18.77,2,0.3133,28.69,117.55,3,11.88,1.6103,0.137,1,0,3,2,0.6956,0
805,6,118.99,4,0.2536,82.73,122.71,2,20.37,1.6646,0.4019,0,3,4,1,0.2708,0
806,8,83.16,5,0.759,86.92,139.1,1,10.82,1.0007,0.5702,0,1,3,1,0.1864,0
807,3,46.82,30,0.4617,108.45,37.27,2,15.6,1.5321,0.1446,0,1,2,0,0.2107,0
808,2,32.78,7,0.461,37.8,1.7,1,14.37,0.8721,0.5423,0,0,4,0,0.5548,0
809,2,32.36,1,0.3088,102.81,128.85,0,16.84,1.0966,0.1667,1,1,2,3,0.2445,1
810,7,123.9,1,0.317,35.6,69.59,2,18.38,1.0156,0.2894,0,1,0,1,0.4306,1
811,2,8.37,8,0.8299,82.5,13.26,0,5.62,1.9549,0.3078,1,0,3,0,0.4842,0
812,5,79.18,4,0.5832,148.9,61.29,1,16.05,1.1782,0.3355,0,2,3,1,0.2106,0
813,5,47.89,5,0.3912,296.47,125.05,0,10.2,0.9413,0.5392,0,3,3,1,0.3363,1
814,4,73.45,18,0.7068,204.89,231.51,0,17.77,0.9471,0.4931,0,1,1,1,0.3232,0
815,2,16.54,7,0.8171,108.87,158.26,0,9.02,1.5961,0.3627,0,1,0,0,0.1937,0
816,4,45.23,11,0.4396,161.41,30.47,0,11.04,0.8917,0.2491,0,1,0,1,0.4429,0
817,6,122.3,7,0.496,67.09,179.45,0,21.08,1.4397,0.2728,0,3,1,3,0.0595,0
818,2,14.28,19,0.3277,121.22,163.26,3,8.69,1.5242,0.3373,0,2,3,1,0.3148,0
819,3,38.98,16,0.5965,21.23,60.55,0,14.43,1.8601,0.4821,0,0,2,1,0.5787,0
820,6,93.16,10,0.1203,64.35,102.95,1,17.64,1.3473,0.6131,0,2,1,2,0.3789,0
821,1,3.23,32,0.4087,95.11,204.77,1,15.73,1.1796,0.3011,0,1,1,0,0.2576,0
822,5,56.97,7,0.4837,121.62,44.98,2,11.38,1.3626,0.3001,0,0,1,3,0.1555,0
823,2,42.25,1,0.3058,88.2,44.32,2,17.81,1.787,0.39,0,3,2,2,0.5016,0
824,2,22.06,10,0.582,77.8,9.15,5,13.71,1.3578,0.3394,0,0,3,2,0.4567,0
825,2,36.28,15,0.2574,25.61,60.92,1,12.14,1.6463,0.3211,0,1,4,0,0.255,0
826,4,86.4,2,0.4452,179.3,121.73,0,21.26,1.4808,0.2048,0,2,2,0,0.2892,0
827,4,63.88,1,0.5557,92.41,72.84,3,14.76,0.951,0.9055,1,2,1,3,0.3727,0
828,1,15.61,22,0.092,78.74,60.01,0,14.73,1.5263,0.317,0,0,1,0,0.3118,0
829,4,40.35,3,0.4998,159.43,18.1,0,8.93,1.0468,0.284,1,2,2,1,0.3823,0
830,2,31.31,19,0.7265,136.76,45.57,2,16.55,1.5722,0.1729,1,2,2,2,0.2805,0
831,8,146.26,5,0.3108,104.7,106.99,1,18.78,1.3347,0.4104,0,2,1,0,0.3826,1
832,6,88.78,5,0.3016,269.88,198.66,0,14.29,1.7572,0.4432,0,0,1,2,0.3594,0
833,4,45.99,0,0.6238,124.83,130.18,0,12.31,0.9187,0.3114,0,0,3,2,0.3071,0
834,3,30.92,10,0.9285,162.03,39.25,0,11.45,1.8145,0.3673,0,3,2,3,0.0599,0
835,3,50.4,7,0.8179,53.79,62.34,1,15.87,1.2565,0.5795,0,2,2,0,0.108,0
836,5,78.17,2,0.7824,110.6,55.92,0,15.64,0.8474,0.3101,0,1,2,0,0.1596,0
837,4,75.69,25,0.292,24.85,155.07,0,20.29,1.7718,0.2298,0,2,2,1,0.2281,0
838,2,28.45,4,0.1806,93.88,66.49,4,16.04,1.4135,0.2495,1,0,1,1,0.3082,0
839,2,38.92,7,0.6182,148.57,34.45,0,20.15,1.4051,0.2781,0,3,4,3,0.3065,0
840,3,37.56,2,0.2438,130.31,16.33,0,14.79,1.3931,0.2143,1,2,0,2,0.314,0
841,6,91.12,29,0.3372,139.63,78.2,2,16.43,1.4531,0.5939,0,3,1,1,0.3302,1
842,7,118.57,1,0.2126,53.54,40.64,5,17.05,1.422,0.6434,0,1,2,0,0.2702,1
843,7,142.86,0,0.3508,198.62,56.89,0,19.57,1.2518,0.1818,0,2,2,2,0.0566,0
844,7,97.09,1,0.3781,176.26,113.4,2,13.91,2.2327,0.3472,1,1,2,0,0.8656,1
845,2,14.34,20,0.2279,194.79,34.34,0,6.78,1.238,0.574,1,0,4,0,0.0896,0
846,5,64.56,14,0.47,67.62,6.72,5,14.17,1.1233,0.3205,1,1,1,2,0.157,0
847,5,94.31,1,0.5457,155.76,96.63,3,18.53,1.6453,0.5225,0,3,0,2,0.2385,0
848,3,64.45,8,0.1738,59.02,41.47,4,20.23,1.6086,0.3569,0,2,0,0,0.3192,0
849,1,0.55,53,0.3933,208.05,83.38,1,7.33,1.1878,0.3138,0,1,0,2,0.1938,0
850,4,61.42,7,0.6431,48.67,125.85,1,14.43,1.6369,0.3764,0,1,3,2,0.165,0
851,5,67.9,0,0.5651,170.53,22.73,3,14.97,1.7178,0.3364,0,2,2,2,0.2256,0
852,2,19.08,24,0.4013,210.65,88.18,1,13.1,1.3338,0.3818,0,2,1,0,0.1906,0
853,6,80.15,8,0.2399,106.06,7.87,1,14.1,1.9631,0.5516,1,1,3,2,0.2682,0
854,5,81.28,10,0.2674,101.61,136.52,2,17.66,1.5525,0.5713,1,2,3,2,0.9017,0
855,5,61.48,10,0.0639,115.36,204.5,4,13.64,1.4472,0.6275,1,1,4,1,0.3494,0
856,4,61.39,2,0.4433,129.24,137.76,4,15.92,1.4926,0.4189,1,1,1,1,0.4648,0
857,6,117.68,6,0.1807,242.05,49.73,3,18.48,1.0303,0.6527,0,1,3,1,0.4731,1
858,5,88.25,35,0.7161,81.87,57.52,1,15.3,1.2102,0.2676,0,0,1,3,0.228,0
859,4,42.56,6,0.5614,71.16,160.99,2,10.97,1.4119,0.1599,1,1,3,2,0.5792,0
860,8,140.04,0,0.6875,112.08,144.2,1,16.78,1.2907,0.4126,1,2,4,1,0.6394,0
861,4,55.82,19,0.306,80.77,7.71,0,14.11,1.057,0.4321,0,0,2,0,0.229,0
862,4,55.07,1,0.6809,157.94,99.69,0,13.5,0.9683,0.5569,0,1,2,1,0.2435,0
863,7,148.6,5,0.2812,125.87,32.24,3,20.69,1.2576,0.3136,1,1,2,0,0.6088,1
864,5,89.05,16,0.5911,56.62,112.91,2,15.57,1.5182,0.4774,0,1,2,2,0.2404,0
865,1,13.19,21,0.5851,141.16,76.52,1,13.56,0.9862,0.1641,0,2,2,2,0.278,0
866,1,14.25,53,0.4149,136.37,31.34,0,12.18,1.4911,0.2379,1,2,3,1,0.544,0
867,3,36.15,25,0.1678,121.81,82.96,0,10.93,1.5911,0.4912,0,2,4,3,0.6301,0
868,6,77.68,9,0.5281,117.35,153.5,2,14.86,1.2819,0.4418,0,1,3,3,0.5293,0
869,3,33.7,18,0.8464,111.6,38.75,0,11.8,1.2236,0.5239,0,0,1,1,0.1615,0
870,8,94.19,16,0.2104,214.4,80.14,2,11.77,1.2732,0.3412,0,1,2,1,0.3281,1
871,4,39.16,1,0.4816,145.81,91.48,0,9.82,1.912,0.3872,1,2,2,0,0.0708,0
872,3,56.55,11,0.2339,41.98,104.81,1,17.99,1.1276,0.2475,0,0,0,3,0.3394,0
873,5,67.75,0,0.853,64.48,38.9,2,12.66,1.1485,0.4064,1,2,2,0,0.5144,0
874,2,29.6,11,0.5664,123.01,85.44,0,12.88,1.4355,0.2205,0,3,0,2,0.3291,0
875,5,79.83,37,0.3668,200.02,55.36,6,16.98,1.3371,0.169,0,2,2,2,0.6115,0
876,2,26.38,25,0.7668,33.37,43.84,0,14.26,2.0509,0.5777,0,1,0,1,0.1226,0
877,1,12.13,44,0.7118,65.8,124.58,2,15.28,1.6915,0.4004,0,2,1,0,0.0919,0
878,4,27.76,1,0.8035,50.19,222.08,0,5.82,2.0232,0.6602,0,1,4,2,0.5176,0
879,3,48.89,40,0.2829,140.91,152.58,3,18.94,1.5432,0.5123,0,3,0,1,0.3947,0
880,3,38.63,26,0.595,78.99,7.76,3,13.01,1.8302,0.3774,0,1,1,0,0.1121,0
881,1,24.05,15,0.5386,142.16,97.07,0,22.45,0.9119,0.1742,0,2,1,3,0.3798,0
882,2,13.75,9,0.839,18.91,100.99,0,6.81,1.4017,0.4785,0,0,2,1,0.4204,0
883,3,42.3,9,0.4791,77.73,80.01,0,16.38,1.57,0.086,1,2,4,2,0.7409,0
884,7,113.0,6,0.4607,149.04,57.4,3,15.82,1.1523,0.2376,0,1,2,1,0.1472,0
885,0,0.0,90,0.2545,153.06,20.49,1,9.08,1.4184,0.472,0,0,4,0,0.3761,0
886,5,102.22,16,0.3254,117.19,31.33,2,19.92,1.0211,0.1436,0,1,1,0,0.0304,0
887,8,134.42,1,0.403,90.33,41.43,0,17.26,1.5304,0.5553,0,0,1,1,0.3565,0
888,3,19.73,8,0.3234,58.2,16.22,0,12.55,1.7836,0.1272,0,0,4,0,0.0599,0
889,4,78.25,2,0.5899,125.35,34.55,1,19.56,1.471,0.4607,0,3,0,3,0.4331,0
890,2,17.2,19,0.5408,294.09,35.15,0,9.73,1.0378,0.269,1,0,2,0,0.6958,0
891,1,18.79,22,0.1944,127.96,16.35,1,11.45,1.1109,0.2658,0,2,2,0,0.5258,0
892,1,14.29,27,0.9565,88.8,82.7,0,14.38,1.2014,0.1582,1,0,4,3,0.3235,0
893,8,149.86,4,0.3438,99.59,42.13,1,18.5,1.3356,0.5845,0,2,2,2,0.2557,1
894,5,99.87,29,0.6373,195.03,5.45,3,21.75,1.5173,0.3032,1,3,4,3,0.2456,0
895,7,133.93,4,0.2351,149.39,143.34,1,18.29,1.0632,0.6418,0,1,2,1,0.2037,0
896,4,87.74,7,0.4971,121.29,43.37,1,19.36,1.4021,0.0966,0,3,1,0,0.0224,0
897,6,91.72,1,0.5146,104.64,131.69,0,16.34,1.2565,0.934,0,2,0,2,0.4646,0
898,5,61.42,3,0.4384,155.74,114.93,0,11.57,1.6371,0.1732,1,2,2,3,0.3654,0
899,5,52.05,16,0.197,48.36,86.05,1,10.58,1.139,0.2965,0,0,0,1,0.4486,0
900,4,73.82,59,0.4031,196.35,146.29,2,20.34,1.2787,0.4459,0,3,1,3,0.405,0
901,5,88.61,18,0.2235,176.39,35.42,2,16.39,1.2433,0.3368,0,3,2,2,0.6235,0
902,4,23.61,4,0.2679,37.09,68.63,1,7.24,0.8967,0.1138,0,0,2,1,0.3973,0
903,1,7.68,9,0.3942,122.08,80.23,1,9.62,1.178,0.4814,0,0,2,2,0.25,0
904,4,74.4,6,0.2091,43.88,53.88,0,18.81,1.3503,0.4339,0,1,4,0,0.2753,0
905,0,3.9,90,0.7089,127.75,65.24,0,11.71,1.976,0.1386,0,0,0,1,0.257,0
906,2,10.04,7,0.8504,151.83,143.28,0,8.94,1.9617,0.1809,1,1,4,0,0.098,0
907,8,97.47,9,0.0971,129.03,201.56,1,12.35,1.2279,0.3127,1,3,3,1,0.3175,1
908,4,25.27,4,0.5706,155.5,77.64,2,5.91,1.2841,0.5999,0,3,3,0,0.3989,0
909,4,47.97,9,0.2342,240.96,103.01,0,10.29,1.3463,0.2322,0,1,2,2,0.34,0
910,5,55.92,31,0.4,91.21,97.98,2,10.63,1.2336,0.4913,0,1,1,3,0.2682,0
911,8,112.5,1,0.2644,246.93,81.37,1,14.26,1.5154,0.4441,0,2,3,0,0.1755,1
912,1,21.64,90,0.2728,150.6,191.87,1,20.09,1.7173,0.4802,0,3,3,1,0.2196,0
913,5,65.43,15,0.3794,144.78,40.09,1,12.78,0.579,0.2452,0,2,3,2,0.4075,0
